hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,0,14,2015,October,42,15,0,2,1,0.0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,99.0,,0,Transient-Party,100.0,0,0,Check-Out,2015-10-17,Julie Wright,JulieWright@gmail.com,417-251-3429,************8342
City Hotel,0,4,2016,February,7,11,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.0,0,1,Check-Out,2016-02-13,Joseph Simmons,Joseph.S30@xfinity.com,710-566-5063,************9952
City Hotel,0,13,2017,March,12,19,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,1,Check-Out,2017-03-23,Reginald Stuart,Reginald.S@aol.com,375-921-5612,************3645
City Hotel,0,154,2016,July,30,20,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,109.53,0,2,Check-Out,2016-07-27,Amanda Anderson,AAnderson90@gmail.com,630-236-2418,************3035
City Hotel,1,58,2016,April,17,21,1,3,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,167.45,0,0,Canceled,2016-03-06,Colleen Bailey,Colleen_Bailey31@protonmail.com,578-243-8265,************6792
City Hotel,0,6,2015,July,28,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-10,Katie Schroeder,Katie.S@xfinity.com,264-227-4699,************4972
City Hotel,0,35,2016,November,47,16,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1,Check-Out,2016-11-20,Bill Byrd,Bill.B@comcast.net,938-637-7516,************5545
City Hotel,1,358,2017,July,29,16,2,5,2,0.0,0,HB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.1,0,1,Canceled,2016-07-26,Joseph Flores,Flores.Joseph@yandex.com,249-434-1318,************4556
City Hotel,1,22,2017,June,24,11,2,2,2,0.0,0,SC,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Canceled,2017-06-02,Elizabeth Grant,Grant.Elizabeth48@verizon.com,307-716-7191,************2703
City Hotel,0,2,2016,January,4,22,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,88.0,0,1,Check-Out,2016-01-24,Carla Duke,Carla.D@att.com,630-557-8869,************2100
Resort Hotel,1,187,2017,August,32,12,4,7,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,151.0,0,0,Canceled,2017-02-06,Jennifer Arnold,Jennifer_Arnold@hotmail.com,576-210-2735,************9949
City Hotel,0,99,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,,67.0,0,Transient-Party,81.0,0,0,Check-Out,2016-02-20,Mark Williams,Williams_Mark39@outlook.com,689-444-4447,************9030
Resort Hotel,0,0,2017,August,33,14,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,180.0,0,0,Check-Out,2017-08-15,Scott Wade,ScottWade@zoho.com,793-160-4246,************4366
Resort Hotel,0,18,2016,July,27,1,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,1,Check-Out,2016-07-04,Monica Rodgers,MonicaRodgers@gmail.com,796-153-9135,************3773
Resort Hotel,0,185,2017,July,26,1,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.0,0,1,Check-Out,2017-07-09,Emma Obrien,Emma_O@outlook.com,128-805-5612,************9203
City Hotel,0,11,2015,October,43,23,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,114.0,0,1,Check-Out,2015-10-25,Abigail Marquez,AMarquez48@zoho.com,614-119-7382,************3793
City Hotel,1,301,2016,November,47,18,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0,Canceled,2016-03-15,Patricia Graves,Patricia_Graves@zoho.com,710-972-3465,************4543
City Hotel,1,258,2015,July,27,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17,Christopher Clark,Clark.Christopher88@xfinity.com,521-467-4902,************3907
City Hotel,0,1,2016,March,11,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,174.0,0,Transient-Party,90.0,0,0,Check-Out,2016-03-12,Shannon Wright,Wright_Shannon60@xfinity.com,762-612-9203,************8000
City Hotel,0,204,2015,October,41,9,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,72.75,0,0,Check-Out,2015-10-13,Deborah Johnson,DeborahJohnson45@mail.com,531-639-9694,************7343
City Hotel,0,74,2016,May,19,2,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,90.95,0,0,Check-Out,2016-05-07,David Jefferson,David_J@zoho.com,216-609-1094,************6139
City Hotel,0,44,2016,June,25,18,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,6.0,,0,Transient,96.3,0,0,Check-Out,2016-06-20,Mr. Michael Little,Mr._L46@xfinity.com,521-574-9035,************5646
City Hotel,0,11,2015,December,53,27,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.67,0,1,Check-Out,2015-12-30,Raymond Davidson,Raymond.Davidson@zoho.com,121-703-8845,************9757
City Hotel,1,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0,0,Canceled,2016-07-13,Daniel Clark,Clark.Daniel@hotmail.com,656-460-6727,************8774
City Hotel,0,135,2015,December,49,5,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-12-08,Mark Rivera,Rivera_Mark@outlook.com,171-300-5023,************8387
City Hotel,0,80,2016,July,31,25,1,1,2,1.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,83.0,,0,Transient,93.25,0,1,Check-Out,2016-07-27,William Coleman,Coleman.William17@verizon.com,744-179-8989,************1463
City Hotel,1,218,2017,June,23,8,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016-11-09,Tiffany Juarez,TiffanyJuarez@protonmail.com,961-623-3464,************3094
City Hotel,0,68,2017,April,15,15,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,2,Check-Out,2017-04-19,Devin Johnson DDS,Devin_D23@xfinity.com,523-333-1468,************4670
City Hotel,1,70,2017,March,10,6,1,2,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7.0,,0,Transient,60.06,0,1,Canceled,2017-03-04,Matthew Hill,Matthew_Hill@yandex.com,541-923-0956,************4350
City Hotel,0,247,2016,June,24,6,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-06-08,Terry Fox,Fox_Terry@yahoo.com,692-489-1696,************4892
City Hotel,1,1,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,,0,Transient-Party,60.0,0,0,Canceled,2016-02-27,Laura Brooks,Laura_B@mail.com,427-780-1577,************4584
City Hotel,0,2,2017,January,4,27,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-01-30,Christina Wall,Christina.Wall@verizon.com,867-839-8604,************7777
Resort Hotel,0,74,2017,April,16,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,75.0,0,0,Check-Out,2017-04-21,Christine Trujillo,CTrujillo42@comcast.net,541-882-2677,************8222
Resort Hotel,0,208,2016,May,21,15,4,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,171.0,,0,Transient,41.4,0,2,Check-Out,2016-05-26,John Mitchell,John_M@mail.com,189-255-6891,************4181
City Hotel,1,386,2016,July,31,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Mallory Johnson,Mallory.Johnson@yahoo.com,750-108-4099,************7693
City Hotel,1,330,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,Randy Hansen,Hansen.Randy91@protonmail.com,236-689-3006,************4140
City Hotel,1,213,2016,June,24,7,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,62,Transient,130.0,0,0,Canceled,2016-01-08,Maxwell Brown,MaxwellBrown@aol.com,289-766-8942,************7854
City Hotel,0,194,2017,August,35,27,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,2017-09-01,Nicholas Martin,Nicholas_Martin@verizon.com,446-453-4670,************3429
City Hotel,1,212,2016,August,33,13,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0,Canceled,2016-08-03,Jose Williams,Jose.Williams@att.com,446-274-3354,************2481
Resort Hotel,0,1,2015,October,43,23,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,83.0,1,1,Check-Out,2015-10-24,Brian Johnson,Johnson.Brian@verizon.com,339-552-0945,************2641
City Hotel,0,54,2016,August,34,19,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,2,Check-Out,2016-08-22,Leslie Jones,LeslieJones@gmail.com,474-818-1112,************9267
Resort Hotel,0,134,2017,May,20,18,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,1,No Deposit,314.0,,0,Transient,83.2,0,1,Check-Out,2017-05-25,Holly Meadows,Holly_M28@aol.com,794-155-8047,************6103
City Hotel,0,7,2017,March,10,6,1,5,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,137.13,0,0,Check-Out,2017-03-12,Julia Johnson,JJohnson@comcast.net,567-499-6635,************3221
City Hotel,1,17,2017,February,9,26,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,Canceled,2017-02-09,Lisa Thompson,Lisa.Thompson56@mail.com,528-030-6627,************8265
City Hotel,0,174,2017,July,28,14,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,89.4,0,1,Check-Out,2017-07-18,Alyssa Wagner,Wagner.Alyssa@outlook.com,210-458-7758,************4137
City Hotel,1,336,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,Laura Rodriguez,LauraRodriguez@att.com,736-352-5527,************1720
Resort Hotel,0,48,2017,April,16,17,1,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,493.0,,0,Contract,80.0,0,1,Check-Out,2017-04-23,April Hodge,April_Hodge@protonmail.com,925-265-3210,************1458
City Hotel,0,6,2017,June,25,19,1,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,144.0,0,0,Check-Out,2017-06-21,Shannon Soto,ShannonSoto71@hotmail.com,991-400-1701,************2505
City Hotel,0,84,2016,March,14,28,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.45,0,1,Check-Out,2016-04-02,Ellen Morrison,Morrison_Ellen@xfinity.com,975-661-8612,************9166
Resort Hotel,0,93,2015,September,38,16,0,3,2,0.0,0,BB,THA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,99.0,0,1,Check-Out,2015-09-19,Austin James,James.Austin@hotmail.com,597-828-5292,************8239
City Hotel,1,300,2016,November,46,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2016-03-14,Valerie Evans,Valerie.E@yahoo.com,110-939-2925,************2957
Resort Hotel,1,311,2017,August,32,7,1,3,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,201.6,0,0,Canceled,2017-04-04,William Gonzalez,William.G@aol.com,976-616-2942,************1489
City Hotel,1,38,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0,Canceled,2016-12-07,Deanna Osborn,Osborn.Deanna@att.com,337-768-6305,************6828
Resort Hotel,0,8,2016,April,18,29,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,2,E,E,0,No Deposit,,154.0,0,Transient,23.0,0,0,Check-Out,2016-05-01,Michael Porter,Michael_P@outlook.com,500-421-3930,************2119
City Hotel,0,157,2017,June,26,25,2,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2017-07-01,James Trevino,Trevino.James@outlook.com,812-878-8590,************1375
Resort Hotel,0,36,2016,November,46,7,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.51,0,1,Check-Out,2016-11-14,Melissa Edwards,Melissa_E@yahoo.com,268-569-5228,************8712
City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,77,Transient-Party,112.2,0,0,Check-Out,2015-10-07,Jonathan Mendoza,Mendoza_Jonathan67@xfinity.com,947-828-6986,************6560
City Hotel,0,35,2017,June,24,13,2,5,2,0.0,0,HB,ROU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,196.14,0,1,Check-Out,2017-06-20,Frank Harrison,Harrison_Frank38@att.com,532-723-1425,************9677
Resort Hotel,1,2,2017,June,23,7,0,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,,,0,Transient,140.0,0,2,Canceled,2017-06-06,Robert Hodges,Robert.Hodges@hotmail.com,716-472-4795,************6619
City Hotel,0,56,2016,March,11,10,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,1,Check-Out,2016-03-14,Melissa Newton,Melissa_Newton30@comcast.net,626-109-9217,************9627
City Hotel,0,457,2017,August,34,25,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,6.0,,0,Transient-Party,95.5,0,1,Check-Out,2017-08-27,Michelle Walker,Michelle_W@att.com,980-079-8168,************1828
Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,134.0,,0,Transient,92.0,0,0,Canceled,2015-08-14,Cole Williams,Williams_Cole33@mail.com,629-778-4402,************7618
City Hotel,0,32,2017,February,7,15,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,2,Check-Out,2017-02-19,Kenneth Henry,KHenry@gmail.com,993-104-9795,************3041
City Hotel,0,176,2017,August,31,2,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,80.1,0,0,Check-Out,2017-08-09,Alex Cisneros,Cisneros_Alex@yahoo.com,567-038-5350,************8920
City Hotel,0,9,2015,September,40,30,0,2,1,0.0,0,BB,AZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,120.0,0,2,Check-Out,2015-10-02,Lori Davis,Lori.D@yahoo.com,312-528-6109,************9200
City Hotel,1,142,2016,July,27,1,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.5,0,0,Canceled,2016-02-22,Cheryl Oconnor,Oconnor.Cheryl@att.com,438-918-2784,************7303
Resort Hotel,0,21,2016,May,23,30,1,2,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,82.67,1,0,Check-Out,2016-06-02,Laura Smith,LSmith28@aol.com,743-771-9107,************7647
Resort Hotel,1,37,2016,April,15,9,2,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,35.1,0,0,Canceled,2016-03-03,Scott Lee,Scott_Lee@comcast.net,456-770-6430,************9063
City Hotel,0,34,2016,August,34,17,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,2,Check-Out,2016-08-20,Victoria Odonnell,Victoria.O@zoho.com,708-015-8227,************4327
City Hotel,1,135,2017,April,16,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0,0,Canceled,2016-12-07,Dawn Wagner,DawnWagner48@att.com,582-227-0605,************5250
City Hotel,1,142,2017,July,28,15,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2017-02-24,Philip Herman,Philip.Herman@zoho.com,778-837-6319,************4534
Resort Hotel,0,23,2017,August,34,25,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,240.0,0,2,Check-Out,2017-08-27,Patrick Riley,Patrick_R@aol.com,520-698-7801,************3120
City Hotel,1,311,2015,August,35,24,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,Michael Castillo,Michael.Castillo@yandex.com,451-985-5490,************3465
Resort Hotel,0,69,2016,November,45,2,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,69.0,,0,Transient,30.6,0,1,Check-Out,2016-11-16,Anthony Miles,Anthony_Miles79@aol.com,109-713-0326,************2385
Resort Hotel,0,11,2016,October,41,3,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient,46.0,1,0,Check-Out,2016-10-06,Brian Hall,BrianHall@mail.com,339-308-4287,************2439
Resort Hotel,0,54,2016,December,53,25,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,60.0,0,0,Check-Out,2016-12-26,Shawn Gibbs,SGibbs@gmail.com,323-750-9346,************8576
Resort Hotel,0,25,2017,July,30,28,2,4,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,I,1,No Deposit,429.0,,0,Transient,0.0,0,0,Check-Out,2017-08-03,Rebecca Castillo,Castillo_Rebecca74@mail.com,943-117-4160,************9645
Resort Hotel,0,9,2017,February,7,15,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,154.0,0,Transient,35.0,0,0,Check-Out,2017-02-17,Ralph Smith,RalphSmith@hotmail.com,809-863-4675,************6046
City Hotel,0,47,2016,September,37,9,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,2,Check-Out,2016-09-11,Nicole Rodriguez,Nicole_Rodriguez@protonmail.com,317-684-2317,************1288
City Hotel,1,124,2016,March,12,15,2,9,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,8.0,,0,Transient,110.77,0,0,Canceled,2015-11-30,Kenneth Travis,Travis_Kenneth@att.com,836-354-3035,************9639
City Hotel,0,111,2017,April,14,3,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0,1,Check-Out,2017-04-05,Zachary Bishop,ZacharyBishop46@xfinity.com,938-842-8748,************9498
City Hotel,0,298,2016,May,20,10,0,2,2,0.0,0,BB,NZL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,207,Transient-Party,93.0,0,0,Check-Out,2016-05-12,Anthony Wolf,AWolf32@verizon.com,756-202-7330,************6584
Resort Hotel,1,60,2016,April,15,3,2,0,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,89.0,0,2,Canceled,2016-02-05,Jordan York,Jordan.York@zoho.com,574-361-8338,************8907
City Hotel,0,0,2016,February,9,23,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,40.0,0,Transient-Party,66.0,0,0,Check-Out,2016-02-26,Edward Love,ELove@protonmail.com,696-931-3134,************9705
City Hotel,0,31,2017,July,28,11,0,1,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,79.0,0,0,Check-Out,2017-07-12,Zachary Thomas,Thomas.Zachary@yahoo.com,845-271-5552,************3371
Resort Hotel,1,65,2016,December,53,26,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,0,Canceled,2016-10-23,Mary Russell,Mary_R@yandex.com,407-909-6495,************4949
Resort Hotel,0,5,2016,May,21,21,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,95.0,1,1,Check-Out,2016-05-24,Amber Nguyen,Amber_Nguyen@att.com,687-130-3101,************9241
City Hotel,1,13,2016,October,44,29,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Canceled,2016-10-20,Angela Stephens,AStephens78@mail.com,584-067-3427,************7541
Resort Hotel,0,1,2016,February,8,20,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2016-02-21,Kelly Li,Kelly.L@aol.com,737-398-5747,************7333
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0,Check-Out,2016-05-29,Caitlyn Hampton,CHampton@yandex.com,481-977-8594,************4284
City Hotel,1,192,2016,May,19,5,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Transient,115.2,0,1,Canceled,2015-10-28,Michael Martin,Martin.Michael27@protonmail.com,596-711-5118,************6467
Resort Hotel,0,26,2017,February,8,25,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,64.96,1,0,Check-Out,2017-02-28,Adam Gonzales,AGonzales@yandex.com,794-058-8461,************7494
City Hotel,1,277,2017,January,2,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,59.91,0,0,Canceled,2016-08-19,David Orozco,DavidOrozco84@hotmail.com,868-109-3922,************1881
Resort Hotel,1,22,2016,August,33,8,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,219.0,0,0,Canceled,2016-07-22,David Meyer,DavidMeyer@zoho.com,811-433-4326,************1046
City Hotel,1,262,2015,November,46,9,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-09-04,Kimberly Sanchez,Kimberly.S77@protonmail.com,975-898-0291,************4716
City Hotel,0,162,2016,April,18,28,2,3,2,1.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,107.65,0,0,Check-Out,2016-05-03,Kelly Welch,Welch_Kelly@xfinity.com,828-078-4835,************5018
City Hotel,0,243,2016,September,40,27,2,6,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.75,0,0,Check-Out,2016-10-05,Robert Leonard,RLeonard69@zoho.com,842-388-7385,************7624
City Hotel,0,254,2017,July,27,6,2,8,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,89.1,0,2,Check-Out,2017-07-16,Elizabeth Kelley,EKelley@comcast.net,685-537-6949,************8538
City Hotel,1,82,2016,September,37,10,0,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2016-07-21,Jeff Montoya,Jeff.Montoya@gmail.com,529-703-1175,************6156
City Hotel,0,81,2017,May,18,2,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,1,Check-Out,2017-05-04,John Beck,John.Beck@yahoo.com,778-168-3501,************6145
Resort Hotel,0,164,2016,June,25,16,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,53.85,0,0,Check-Out,2016-06-30,Adam Nunez,AdamNunez@verizon.com,600-366-9556,************4424
City Hotel,0,193,2017,January,4,26,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,68.0,0,0,Check-Out,2017-01-30,Melissa Watson,Melissa.W@yandex.com,506-690-0785,************2094
City Hotel,1,55,2016,September,40,28,0,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.59,0,0,Canceled,2016-08-04,Jennifer Murphy,Jennifer.Murphy@att.com,212-963-8052,************8901
